0315;0220
Bounds;296.367967;48.843551;296.818455;49.300253
Aperture;14;1;3
Background photometric window
DATE_OBS     ;NAME                     ;FILTER;CATRA     ;CATDEC    ;IMGRA     ;IMGDEC    ;IMGX    ;IMGY    ;R2mag ;BKGROUND;BGSTDDEV;BGRJCT;PSF_A    ;PSF_SIGMAX;PSF_SIGMAY;PSF_THETA;PSF_MAD     ;FLUX14   ;SNR14   ;FLAG
2457266.62294;3UCAC279-155850          ;V     ;296.602589; 49.149941;296.602599; 49.149813; 522.165; 524.963;12.124;476.2683;24.11446;0.2528;0.0049865;3.93425816;3.35048933;80.137812;2.34392E-002;11712.694;36.81330;0000
2457266.62294;3UCAC279-155530          ;V     ;296.398531; 49.081040;296.398520; 49.081047; 742.447; 105.902;12.206;472.7428;24.11446;0.2528;0.0094143;3.81767164;3.08200302;91.804960;1.55269E-002;20372.885;61.45758;0000
2457266.62294;3UCAC279-155478          ;V     ;296.374948; 49.278991;296.374767; 49.279012; 118.843;  52.774;12.226;485.7052;24.11446;0.2528;0.0031899;4.84539658;4.32115616;80.562351;3.88062E-002;11190.090;35.26189;0000
2457266.62294;3UCAC279-155899          ;V     ;296.627644; 49.079393;296.627709; 49.079393; 743.590; 578.909;12.233;474.9738;24.11446;0.2528;0.0066622;3.59296760;3.05477278;80.699906;1.99373E-002;13264.897;41.37590;0000
2457266.62294;3UCAC279-155967          ;V     ;296.676617; 49.059716;296.676709; 49.059708; 804.577; 680.684;12.234;475.0714;24.11446;0.2528;0.0076393;3.88102847;3.05770105;83.720796;2.01148E-002;17420.693;53.27235;0000
2457266.62294;3UCAC279-156086          ;V     ;296.733625; 49.118654;296.733644; 49.118621; 617.595; 796.121;12.262;475.9213;24.11446;0.2528;0.0136066;3.76105073;3.18807356;71.568587;1.14265E-002;28777.568;83.67069;0000
2457266.62294;3UCAC278-156856          ;V     ;296.713837; 48.998938;296.713838; 48.998961; 995.185; 759.451;12.347;474.7206;24.11446;0.2528;0.0103206;3.77355771;2.87220334;73.376132;1.39311E-002;20770.965;62.54526;0000
2457266.62294;3UCAC278-157013          ;V     ;296.811327; 48.888864;296.811406; 48.888851;1339.810; 965.402;12.365;472.0350;24.11446;0.2528;0.0118751;4.52025231;2.96454581;64.537616;1.23360E-002;27643.022;80.76022;0000
2457266.62294;3UCAC278-156384          ;V     ;296.447102; 48.915117;296.446933; 48.914901;1265.358; 209.754;12.392;472.6700;24.11446;0.2528;0.0044817;4.77335720;3.12579912;55.254087;3.24572E-002;12229.754;38.34064;0000
2457266.62294;3UCAC278-156919          ;V     ;296.741558; 48.885562;296.741685; 48.885587;1351.842; 821.091;12.472;473.1604;24.11446;0.2528;0.0108245;4.28686011;2.94277532;66.306280;1.32576E-002;23560.842;70.06543;0000
2457266.62294;3UCAC279-156057          ;V     ;296.717588; 49.209806;296.717552; 49.209745; 330.783; 759.751;12.482;479.9248;24.11446;0.2528;0.0100043;4.06683995;3.66053002;68.489334;1.56700E-002;25660.091;75.60958;0000
2457266.62294;3UCAC278-156312          ;V     ;296.398879; 48.864820;296.398828; 48.864787;1424.047; 111.241;12.484;469.4230;24.11446;0.2528;0.0049849;4.14252927;3.14885726;80.853407;2.33508E-002;11660.698;36.65929;0000
2457266.62294;3UCAC279-155843          ;V     ;296.597748; 49.047919;296.597730; 49.047964; 843.259; 517.985;12.516;474.4367;24.11446;0.2528;0.0052577;3.67786675;3.02283210;76.699627;2.39173E-002;10104.884;32.01518;0000
2457266.62294;3UCAC279-156170          ;V     ;296.778866; 49.217921;296.778853; 49.217832; 303.818; 885.618;12.525;480.3308;24.11446;0.2528;0.0090277;4.38426639;3.87137521;57.149492;1.50897E-002;26029.637;76.57573;0000
2457266.62294;3UCAC279-155847          ;V     ;296.600291; 49.022154;296.600272; 49.022229; 924.315; 524.011;12.533;474.3003;24.11446;0.2528;0.0071557;3.57280510;2.95876721;69.830449;1.80706E-002;13575.457;42.28077;0000
2457266.62294;3UCAC279-155620          ;V     ;296.463790; 49.210846;296.463899; 49.210898; 332.176; 237.643;12.554;478.6599;24.11446;0.2528;0.0018727;4.57061817;3.95442413;82.726440;6.18426E-002;5843.9583;18.92448;0000
2457266.62294;3UCAC279-155621          ;V     ;296.464480; 49.182901;296.464457; 49.182892; 420.434; 239.478;12.557;476.7134;24.11446;0.2528;0.0064575;4.02627086;3.60944499;87.037905;2.01314E-002;16300.928;50.11117;0000
2457266.62294;3UCAC279-155523          ;V     ;296.395600; 49.292409;296.395379; 49.292448;  76.203;  94.851;12.575;489.9018;24.11446;0.2528;0.0030258;4.75956857;4.52732840;76.227137;3.93467E-002;10543.364;33.33114;0000
2457266.62294;3UCAC279-155715          ;V     ;296.528798; 49.033094;296.528834; 49.033120; 891.360; 376.121;12.600;473.9065;24.11446;0.2528;0.0083678;3.51364888;2.88432730;75.393377;1.61853E-002;15257.453;47.13638;0000
2457266.62294;3UCAC278-156524          ;V     ;296.520708; 48.906022;296.520780; 48.906071;1291.930; 362.892;12.705;473.1243;24.11446;0.2528;0.0061224;3.67512184;2.70572257;79.383352;2.07836E-002;10914.499;34.44061;0000
2457266.62294;3UCAC278-156583          ;V     ;296.554634; 48.928029;296.554669; 48.928131;1221.776; 432.449;12.770;473.5718;24.11446;0.2528;0.0061940;3.62223686;2.79928626;79.428240;2.08091E-002;10979.307;34.63394;0000
2457266.62294;3UCAC278-156858          ;V     ;296.715178; 48.847173;296.715280; 48.847145;1473.626; 767.728;12.785;471.8740;24.11446;0.2528;0.0057837;4.39369639;3.00833442;69.062968;2.25456E-002;12979.664;40.54250;0000
2457266.62294;3UCAC278-156724          ;V     ;296.637431; 48.917656;296.637566; 48.917908;1252.332; 604.364;12.795;474.0060;24.11446;0.2528;0.0035997;4.03041345;2.80591930;66.313992;3.71172E-002;9079.8831;28.91683;0000
2457266.62294;3UCAC279-155492          ;V     ;296.380637; 49.044191;296.380550; 49.044213; 858.797;  69.590;12.806;471.7425;24.11446;0.2528;0.0055057;3.74746033;3.20757304;90.610880;2.25210E-002;11732.164;36.87095;0000
2457266.62294;3UCAC279-155972          ;V     ;296.678787; 49.103445;296.678769; 49.103371; 666.918; 683.477;12.899;475.6230;24.11446;0.2528;0.0060027;3.70406753;3.05074696;81.010040;2.20994E-002;12409.570;38.87004;0000
2457266.62294;3UCAC279-155614          ;V     ;296.455708; 49.172747;296.455678; 49.172726; 452.619; 221.643;12.961;476.0911;24.11446;0.2528;0.0039830;3.75411140;3.55226047;85.712433;3.04412E-002;9772.8679;31.01498;0000
2457266.62294;3UCAC278-156336          ;V     ;296.413106; 48.912951;296.413085; 48.912909;1272.163; 139.715;13.003;471.8530;24.11446;0.2528;0.0037529;3.79434650;2.98986915;92.546334;3.31148E-002;8179.8898;26.17032;0000
2457266.62294;3UCAC278-156813          ;V     ;296.695585; 48.981480;296.695727; 48.981815;1049.639; 722.601;13.061;474.6393;24.11446;0.2528;0.0033426;3.58718732;2.73887879;70.246447;3.78685E-002;6885.1869;22.17555;0004
2457266.62294;3UCAC279-155984          ;V     ;296.682683; 49.261324;296.682641; 49.261240; 169.282; 686.169;13.081;486.0175;24.11446;0.2528;0.0048509;4.28088451;3.87348539;56.116759;3.05724E-002;14096.775;43.79383;0002
2457266.62294;3UCAC278-156503          ;V     ;296.505237; 48.975269;296.505270; 48.975346;1073.872; 328.960;13.085;473.6075;24.11446;0.2528;0.0067706;3.50377966;2.89130156;81.138055;1.82821E-002;12466.099;39.03628;0000
2457266.62294;3UCAC278-156289          ;V     ;296.387744; 48.914030;296.387720; 48.914023;1269.027;  87.170;13.086;470.7877;24.11446;0.2528;0.0043337;3.76074154;2.92770831;89.391458;3.13124E-002;9041.7067;28.80082;0000
2457266.62294;3UCAC279-156021          ;V     ;296.699394; 49.200600;296.699470; 49.200932; 358.976; 722.836;13.105;479.2968;24.11446;0.2528;0.0018770;5.83132806;4.13219207;30.575937;6.87599E-002;8170.1733;26.14054;0004
2457266.62294;3UCAC279-156016          ;V     ;296.697008; 49.118157;296.696938; 49.118112; 620.051; 720.451;13.130;475.9419;24.11446;0.2528;0.0074104;3.81929037;3.14277299;73.174848;1.85049E-002;15772.177;48.60732;0000
2457266.62294;3UCAC278-156767          ;V     ;296.666733; 48.926810;296.666795; 48.926860;1223.486; 664.584;13.142;474.2254;24.11446;0.2528;0.0068115;3.77906102;2.81569539;72.775337;1.87937E-002;12996.026;40.59037;0000
2457266.62294;3UCAC279-155642          ;V     ;296.482113; 49.143971;296.482098; 49.143955; 542.861; 276.788;13.154;475.2319;24.11446;0.2528;0.0055842;3.82371855;3.35835832;85.082364;2.27384E-002;12485.604;39.09362;0000
2457266.62294;3UCAC278-156800          ;V     ;296.683886; 48.974317;296.683843; 48.974242;1073.776; 698.282;13.161;474.5857;24.11446;0.2528;0.0049537;4.15769733;2.91138293;63.707790;2.75236E-002;10514.699;33.24528;0000
2457266.62294;3UCAC278-156310          ;V     ;296.397612; 48.850567;296.397581; 48.850518;1469.036; 108.966;13.193;468.4230;24.11446;0.2528;0.0035039;4.04562939;2.95576892;84.180513;3.23300E-002;7349.9204;23.61549;0000
2457266.62294;3UCAC278-156309          ;V     ;296.397585; 48.879094;296.397564; 48.879049;1379.115; 108.310;13.228;470.0910;24.11446;0.2528;0.0049625;3.86162697;2.99737040;86.452758;2.48781E-002;9892.9492;31.37710;0000
2457266.62294;3UCAC279-155785          ;V     ;296.566471; 49.169999;296.566435; 49.169999; 459.255; 449.859;13.245;476.7992;24.11446;0.2528;0.0034152;3.89698985;3.42988274;81.693741;3.38459E-002;8365.2967;26.73814;0000
