0315;0220
Bounds;359.308323;61.016137;359.923906;61.472050
Aperture;12;1;3
Background photometric window
DATE_OBS     ;NAME                     ;FILTER;CATRA     ;CATDEC    ;IMGRA     ;IMGDEC    ;IMGX    ;IMGY    ;R1mag ;BKGROUND;BGSTDDEV;BGRJCT;PSF_A    ;PSF_SIGMAX;PSF_SIGMAY;PSF_THETA;PSF_MAD     ;FLUX12   ;SNR12   ;FLAG
2457266.79609;USNO 1513-0378664        ;V     ;359.887333; 61.346717;359.886928; 61.346663; 436.294; 917.911;11.450;2658.284;53.27213;0.4940;0.0292711;7.48696914;5.96012346; 8.856320;1.88860E-002;190950.51;266.8844;0001
2457266.79609;USNO 1510-0375836        ;V     ;359.613784; 61.035981;359.613242; 61.036051;1421.052; 512.885;11.470;2639.114;53.27213;0.4940;0.0230438;7.51032225;6.42844455;48.159087;2.16366E-002;157203.59;227.3388;0001
2457266.79609;USNO 1511-0378044        ;V     ;359.443180; 61.124381;359.443397; 61.121299;1153.986; 251.452;11.480;2661.666;53.27213;0.4940;0.0213498;7.34546387;5.76115328; 4.775855;2.66785E-002;135196.12;200.1736;0001
2457266.79609;USNO 1512-0376992        ;V     ;359.566333; 61.280161;359.566180; 61.280244; 651.041; 434.281;11.520;2680.269;53.27213;0.4940;0.0518686;7.11656514;5.55420326;14.735411;1.56842E-002;309227.77;389.5319;0001
2457266.79609;USNO 1511-0377833        ;V     ;359.365698; 61.106831;359.365267; 61.106943;1199.965; 132.602;11.640;2650.847;53.27213;0.4940;0.0395355;7.07670139;5.85050009;175.68919;1.93602E-002;245890.14;326.5927;0000
2457266.79609;USNO 1513-0377340        ;V     ;359.396367; 61.319106;359.396398; 61.319206; 529.847; 176.023;11.640;2689.243;53.27213;0.4940;0.0302817;7.12859805;5.40656568;13.269350;2.91993E-002;182024.42;256.6562;0001
2457266.79609;USNO 1511-0379205        ;V     ;359.812392; 61.166484;359.811947; 61.166502;1006.239; 811.489;11.670;2652.274;53.27213;0.4940;0.0208561;7.64480549;5.88386585;25.152538;2.11887E-002;135889.72;201.0478;0000
2457266.79609;USNO 1513-0378620        ;V     ;359.877070; 61.333273;359.876828; 61.333295; 478.677; 903.191;11.690;2662.044;53.27213;0.4940;0.0201101;7.20936008;5.81935586;10.050952;2.84761E-002;128467.82;191.6301;0001
2457266.79609;USNO 1514-0372959        ;V     ;359.663398; 61.447145;359.663689; 61.447070; 123.269; 576.834;11.710;2650.893;53.27213;0.4940;0.0217822;7.56335832;6.36553139;15.322070;2.14572E-002;150337.87;218.9878;0001
2457266.79609;USNO 1512-0376474        ;V     ;359.385499; 61.247136;359.386704; 61.246684; 758.795; 162.691;11.720;2740.207;53.27213;0.4940;0.0225998;6.68140916;5.24702623;11.754940;3.25297E-002;124053.18;185.9605;0001
2457266.79609;USNO 1513-0377494        ;V     ;359.454703; 61.328998;359.454719; 61.329089; 498.128; 264.156;11.750;2680.056;53.27213;0.4940;0.0518350;7.37294744;5.67864178;12.724309;1.47919E-002;320591.11;400.2537;0000
2457266.79609;USNO 1514-0373376        ;V     ;359.799196; 61.409499;359.799373; 61.409472; 239.732; 782.980;11.750;2655.488;53.27213;0.4940;0.0378890;7.48934503;6.30056664; 8.843670;1.64560E-002;257617.99;338.6840;0001
2457266.79609;USNO 1513-0377877        ;V     ;359.596297; 61.361688;359.596308; 61.361624; 393.844; 477.637;11.770;2646.317;53.27213;0.4940;0.0154969;7.26597828;5.72215495;15.449958;2.59706E-002;96937.503;149.9533;0001
2457266.79609;USNO 1514-0372147        ;V     ;359.378603; 61.435388;359.378600; 61.434853; 165.027; 146.952;11.770;2632.334;53.27213;0.4940;0.0067287;7.60784000;5.77554503;17.590328;5.30055E-002;46547.043;76.78184;0001
2457266.79609;USNO 1510-0375685        ;V     ;359.554984; 61.098715;359.554378; 61.098867;1223.572; 421.231;11.790;2652.769;53.27213;0.4940;0.0129406;8.00247603;6.84361411;50.166659;2.97537E-002;98014.107;151.4238;0001
2457266.79609;USNO 1512-0377498        ;V     ;359.713925; 61.287600;359.713539; 61.287544; 625.936; 657.530;11.860;2644.042;53.27213;0.4940;0.0150102;7.15686440;5.80493138;17.522368;2.51545E-002;94132.588;146.1056;0001
2457266.79609;USNO 1511-0378258        ;V     ;359.512857; 61.137225;359.512488; 61.137388;1102.496; 356.376;11.910;2659.183;53.27213;0.4940;0.0248919;7.04012728;5.78067284;12.827374;2.01140E-002;151074.16;219.8886;0001
2457266.79609;USNO 1511-0378391        ;V     ;359.556906; 61.176681;359.556885; 61.176757; 977.738; 422.963;11.910;2658.515;53.27213;0.4940;0.0206884;7.18307969;5.94918335; 7.098982;2.31101E-002;130465.17;194.1784;0001
